,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,Artist
30,511.5,516.9,21710.8,344.6,339.2,506.2,21549.2,21883.1,172.3,333.8,21705.4,350.0,21888.5,166.9,678.5,1518.5,355.4,1540.0,1523.8,21893.8,161.5,683.8,490.0,21726.9,328.5,360.8,21694.6,500.8,1513.1,689.2,366.2,495.4,21560.0,21204.6,850.8,936.9,522.3,371.5,673.1,20520.8,1534.6,527.7,21527.7,1529.2,177.7,624.6,306.9,156.2,3397.7,18657.7,861.5,21193.8,3386.9,18668.5,21592.3,463.1,20547.7,1507.7,21759.2,296.2,20370.0,1685.4,21183.1,872.3,866.9,20348.5,1706.9,2
120,393.1,387.7,21667.7,382.3,188.5,86.2,263.8,592.3,183.1,398.5,177.7,129.2,21468.5,586.9,581.5,258.5,1755.4,20300.0,193.8,1760.8,371.5,1960.0,20095.4,199.2,786.2,21651.5,403.8,172.3,91.5,21753.8,301.5,1954.6,204.6,694.6,527.7,21527.7,20289.2,1766.2,21533.1,522.3,780.8,21274.6,1965.4,700.0,597.7,20106.2,1949.2,1750.0,20305.4,366.2,20493.8,1561.5,134.6,21920.8,1739.2,20321.5,1733.8,306.9,20876.2,1179.2,22012.3,409.2,19702.3,2353.1,21980.0,2347.7,1173.8,7
39,215.4,210.0,188.5,204.6,193.8,156.2,414.6,2363.8,635.4,102.3,21953.1,624.6,2288.5,640.8,21414.6,425.4,646.2,21409.2,651.5,21403.8,220.8,19664.6,2390.8,21807.7,247.7,2336.9,2326.2,2369.2,19686.2,430.8,21624.6,2380.0,2428.5,242.3,19610.8,2444.6,2460.8,613.8,2277.7,420.0,2320.8,382.3,570.8,2347.7,199.2,2412.3,2886.2,19169.2,2342.3,19713.1,183.1,2406.9,2261.5,19793.8,19702.3,2353.1,603.1,2229.2,2977.7,495.4,592.3,19653.8,2401.5,102.3,102.3,102.3,102.3,3
32,468.5,242.3,479.2,21576.2,463.1,1394.6,247.7,226.2,20655.4,1400.0,452.3,21823.8,231.5,473.8,931.5,1421.5,1426.9,20628.5,926.2,436.2,236.9,1583.1,253.1,21802.3,1163.1,409.2,441.5,21613.8,20466.9,1588.5,716.2,780.8,306.9,20639.2,1416.2,446.9,20886.9,1168.5,1631.5,301.5,20456.2,1599.2,156.2,21899.2,1604.6,21344.6,710.8,204.6,393.1,21662.3,1863.1,1410.8,21570.8,484.6,220.8,387.7,1383.8,20671.5,21904.6,150.8,199.2,21856.2,355.4,215.4,20440.0,1615.4,21350.0,2
73,129.2,134.6,140.0,123.8,21958.5,96.9,80.8,21963.8,91.5,86.2,21861.5,193.8,199.2,382.3,118.5,145.4,21910.0,387.7,253.1,113.1,21996.2,231.5,177.7,21877.7,210.0,258.5,172.3,21678.5,376.9,204.6,21807.7,247.7,166.9,161.5,242.3,236.9,156.2,263.8,700.0,21651.5,403.8,220.8,366.2,107.7,468.5,21226.2,829.2,856.2,430.8,21624.6,705.4,317.7,21737.7,371.5,215.4,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,5
65,393.1,350.0,129.2,290.8,296.2,21667.7,387.7,118.5,344.6,339.2,21931.5,123.8,780.8,786.2,140.0,280.0,877.7,328.5,21726.9,382.3,134.6,274.6,263.8,193.8,21861.5,258.5,398.5,586.9,145.4,199.2,355.4,102.3,188.5,21850.8,204.6,21748.5,306.9,161.5,409.2,150.8,113.1,1572.3,21947.7,107.7,21743.1,312.3,317.7,21721.5,333.8,371.5,269.2,2358.5,19696.9,323.1,366.2,91.5,1464.6,775.4,414.6,403.8,91.5,91.5,91.5,91.5,91.5,91.5,91.5,4
52,21834.6,220.8,446.9,177.7,183.1,21872.3,215.4,193.8,21829.2,226.2,452.3,21856.2,199.2,21823.8,231.5,172.3,96.9,210.0,21845.4,673.1,21624.6,430.8,21613.8,441.5,204.6,2024.6,20025.4,2030.0,457.7,21888.5,166.9,678.5,21667.7,387.7,662.3,21818.5,236.9,667.7,21387.7,188.5,398.5,21656.9,656.9,21398.5,651.5,2035.4,20020.0,2003.1,20052.3,21371.5,683.8,592.3,21463.1,420.0,533.1,242.3,161.5,2040.8,21414.6,640.8,538.5,21516.9,576.2,21479.2,21409.2,646.2,360.8,3
91,21883.1,172.3,861.5,215.4,166.9,21888.5,2606.2,19449.2,21899.2,156.2,2595.4,269.2,19476.2,2579.2,177.7,866.9,2552.3,2643.8,646.2,21872.3,183.1,3300.8,3941.5,2703.1,113.1,21893.8,161.5,3860.8,20768.5,1286.9,1276.2,360.8,188.5,2590.0,3930.8,18124.6,3225.4,506.2,495.4,21560.0,1297.7,3790.8,3311.5,3801.5,21850.8,204.6,21576.2,479.2,2627.7,3796.2,18259.2,19470.8,2584.6,3898.5,18156.9,263.8,21791.5,2536.2,19519.2,3726.2,18329.2,2563.1,210.0,490.0,21565.4,18873.1,3182.3,6
45,188.5,199.2,193.8,603.1,204.6,21468.5,586.9,576.2,21312.3,743.1,737.7,554.6,560.0,21872.3,183.1,96.9,597.7,608.5,1179.2,592.3,21463.1,791.5,20886.9,1168.5,570.8,387.7,1190.0,624.6,759.2,1195.4,21683.8,371.5,21840.0,215.4,1157.7,20838.5,1216.9,549.2,21506.2,220.8,565.4,732.3,1211.5,21473.8,581.5,630.0,775.4,613.8,21441.5,1109.2,20946.2,1238.5,403.8,1206.2,20924.6,1130.8,21436.2,619.2,1330.0,231.5,210.0,21064.6,990.8,1103.8,226.2,96.9,96.9,3
58,21516.9,538.5,533.1,21533.1,522.3,166.9,21883.1,172.3,21511.5,543.8,716.2,344.6,700.0,355.4,683.8,721.5,705.4,183.1,506.2,21549.2,21376.9,678.5,673.1,21877.7,177.7,726.9,689.2,549.2,667.7,20790.0,1265.4,360.8,339.2,1227.7,20827.7,1260.0,694.6,1243.8,1270.8,20838.5,1216.9,516.9,21538.5,511.5,21344.6,710.8,20816.9,1238.5,20870.8,1184.6,527.7,1190.0,366.2,161.5,1050.0,500.8,328.5,662.3,20876.2,1179.2,20800.8,1254.6,737.7,1028.5,1281.5,21183.1,161.5,4
100,1760.8,1755.4,1766.2,1750.0,20283.8,1771.5,581.5,1733.8,1163.1,328.5,21759.2,296.2,1739.2,20326.9,1728.5,1448.5,20606.9,866.9,1906.2,20897.7,1157.7,1911.5,21732.3,323.1,333.8,1900.8,20154.6,1152.3,872.3,576.2,1443.1,1459.2,1916.9,1437.7,1168.5,861.5,1938.5,1453.8,20601.5,306.9,1922.3,1895.4,20057.7,1997.7,1146.9,1992.3,1890.0,2019.2,1970.8,1965.4,20090.0,2008.5,1776.9,20278.5,20127.7,1927.7,20332.3,1723.1,2013.8,290.8,20122.3,1933.1,1787.7,2040.8,20014.6,290.8,290.8,6
0,247.7,253.1,242.3,258.5,22006.9,236.9,263.8,21829.2,226.2,495.4,231.5,21834.6,220.8,21554.6,500.8,21845.4,210.0,21549.2,506.2,280.0,285.4,21770.0,166.9,21888.5,193.8,21985.4,22017.7,274.6,21780.8,290.8,21764.6,269.2,80.8,21726.9,328.5,107.7,21947.7,118.5,204.6,21850.8,490.0,473.8,511.5,123.8,21931.5,484.6,21840.0,215.4,199.2,21872.3,183.1,96.9,21958.5,134.6,22023.1,22028.5,22039.2,296.2,21759.2,312.3,21743.1,463.1,301.5,21753.8,80.8,80.8,80.8,1
113,21861.5,193.8,199.2,210.0,21409.2,646.2,204.6,21850.8,172.3,640.8,21414.6,21910.0,145.4,220.8,635.4,21420.0,586.9,21468.5,21866.9,188.5,780.8,581.5,21473.8,613.8,603.1,21452.3,856.2,775.4,786.2,630.0,21425.4,150.8,21398.5,656.9,619.2,21436.2,576.2,166.9,21985.4,22006.9,861.5,592.3,393.1,21662.3,850.8,21258.5,796.9,21630.0,425.4,21285.4,770.0,21247.7,807.7,430.8,813.1,829.2,980.0,387.7,21667.7,21236.9,818.5,215.4,21840.0,398.5,21656.9,226.2,21829.2,7
140,21861.5,193.8,21673.1,382.3,96.9,21678.5,376.9,414.6,188.5,199.2,420.0,21656.9,398.5,290.8,425.4,21630.0,371.5,21683.8,19686.2,2369.2,393.1,737.7,409.2,2277.7,3596.9,18458.5,2272.3,19783.1,2363.8,204.6,183.1,102.3,19696.9,2358.5,3532.3,296.2,3150.0,947.7,91.5,21963.8,387.7,21667.7,748.5,743.1,21312.3,3144.6,18910.8,3591.5,18463.8,215.4,1970.8,3543.1,2105.4,19950.0,2643.8,3155.4,19793.8,2261.5,953.1,21102.3,247.7,2078.5,430.8,19923.1,2132.3,3526.9,91.5,8
23,21829.2,226.2,231.5,96.9,915.4,468.5,21586.9,463.1,452.3,683.8,910.0,931.5,21123.8,689.2,457.7,21597.7,102.3,904.6,91.5,21963.8,1141.5,220.8,21834.6,883.1,21840.0,215.4,678.5,893.8,21393.1,662.3,21188.5,866.9,673.1,21382.3,920.8,21134.6,667.7,21387.7,21608.5,446.9,877.7,20919.2,1136.2,21118.5,936.9,20935.4,1120.0,1400.0,306.9,21748.5,1146.9,20908.5,107.7,236.9,1103.8,1868.5,473.8,20886.9,1168.5,21183.1,872.3,780.8,210.0,899.2,21156.2,1087.7,436.2,2
61,21694.6,360.8,366.2,177.7,183.1,21883.1,172.3,554.6,560.0,549.2,371.5,107.7,129.2,21700.0,355.4,21958.5,96.9,21490.0,565.4,91.5,145.4,350.0,21705.4,188.5,166.9,21888.5,543.8,21511.5,150.8,258.5,312.3,570.8,21586.9,468.5,21920.8,134.6,21893.8,161.5,21915.4,140.0,1098.5,393.1,20951.5,1103.8,576.2,21479.2,21753.8,301.5,1071.5,20946.2,1109.2,387.7,21710.8,344.6,21786.2,269.2,1076.9,226.2,296.2,253.1,21802.3,1093.1,786.2,21764.6,290.8,113.1,306.9,4
53,188.5,199.2,193.8,603.1,204.6,21468.5,586.9,576.2,21312.3,743.1,737.7,554.6,560.0,21872.3,183.1,96.9,597.7,608.5,1179.2,592.3,21463.1,791.5,20886.9,1168.5,570.8,387.7,1190.0,624.6,759.2,1195.4,21683.8,371.5,21840.0,215.4,1157.7,20838.5,1216.9,549.2,21506.2,220.8,565.4,732.3,1211.5,21473.8,581.5,630.0,775.4,613.8,21441.5,1109.2,20946.2,1238.5,403.8,1206.2,20924.6,1130.8,21436.2,619.2,1330.0,231.5,210.0,21064.6,990.8,1103.8,226.2,96.9,96.9,3
128,21931.5,123.8,21926.2,129.2,21947.7,107.7,161.5,21834.6,220.8,156.2,166.9,21910.0,145.4,113.1,775.4,215.4,21840.0,764.6,780.8,770.0,86.2,21936.9,118.5,759.2,753.8,748.5,91.5,732.3,554.6,694.6,177.7,172.3,786.2,312.3,150.8,705.4,721.5,576.2,21479.2,700.0,21177.7,877.7,21953.1,102.3,21183.1,872.3,344.6,560.0,21694.6,360.8,716.2,21339.2,893.8,21527.7,527.7,306.9,355.4,21753.8,301.5,21328.5,726.9,96.9,888.5,683.8,581.5,86.2,86.2,8
46,926.2,931.5,936.9,1846.9,1243.8,1890.0,1233.1,3780.0,18275.4,107.7,2832.3,96.9,19707.7,2347.7,920.8,3769.2,1841.5,3774.6,619.2,21436.2,527.7,3763.8,18329.2,3726.2,102.3,1873.8,3742.3,2821.5,19233.8,1895.4,2789.2,20149.2,1906.2,2773.1,156.2,1249.2,2363.8,3785.4,18270.0,947.7,21107.7,624.6,19271.5,2783.8,2326.2,21533.1,522.3,3693.8,1884.6,2310.0,19745.4,2336.9,19718.5,3790.8,18264.6,468.5,1227.7,19713.1,2342.3,20197.7,1857.7,2800.0,210.0,21845.4,3736.9,2843.1,96.9,3
16,393.1,387.7,263.8,129.2,193.8,258.5,21656.9,398.5,134.6,382.3,21673.1,403.8,204.6,21850.8,786.2,21269.2,183.1,21872.3,188.5,21818.5,236.9,409.2,1179.2,1572.3,20483.1,21883.1,172.3,220.8,215.4,915.4,21888.5,166.9,468.5,21678.5,376.9,430.8,21624.6,446.9,21565.4,490.0,473.8,484.6,452.3,21603.1,980.0,21694.6,360.8,479.2,780.8,21560.0,495.4,21592.3,463.1,511.5,366.2,1044.6,21010.8,425.4,21630.0,1308.5,20746.9,21770.0,285.4,140.0,231.5,21823.8,592.3,1
88,527.7,533.1,770.0,796.9,764.6,21290.8,20989.2,1066.2,21296.2,759.2,263.8,21280.0,775.4,269.2,802.3,780.8,1060.8,21538.5,516.9,753.8,21802.3,253.1,21549.2,506.2,522.3,258.5,21796.9,538.5,80.8,786.2,1071.5,102.3,1076.9,20978.5,1033.8,21947.7,107.7,748.5,2886.2,19169.2,1050.0,21000.0,1055.4,96.9,86.2,21990.8,807.7,511.5,500.8,3699.2,549.2,3666.9,21032.3,1023.1,554.6,247.7,113.1,3742.3,19158.5,2896.9,2880.8,436.2,80.8,80.8,80.8,80.8,80.8,5
13,705.4,700.0,21705.4,350.0,183.1,1050.0,694.6,91.5,710.8,1055.4,21339.2,716.2,188.5,21866.9,1044.6,355.4,689.2,20994.6,1060.8,1039.2,721.5,21333.8,21958.5,96.9,1066.2,683.8,231.5,344.6,1033.8,1028.5,1087.7,1076.9,21376.9,678.5,726.9,20973.1,1082.3,376.9,366.2,667.7,21387.7,102.3,21953.1,21312.3,743.1,140.0,193.8,737.7,21721.5,333.8,1071.5,21323.1,732.3,21382.3,673.1,21694.6,360.8,1098.5,21877.7,177.7,21780.8,274.6,21716.2,339.2,1093.1,20962.3,21403.8,1
129,619.2,280.0,21775.4,145.4,231.5,296.2,3704.6,285.4,2186.2,80.8,274.6,21920.8,134.6,301.5,21753.8,21689.2,366.2,140.0,21915.4,269.2,21786.2,425.4,150.8,86.2,258.5,420.0,306.9,3570.0,18485.4,2180.8,21931.5,123.8,371.5,630.0,414.6,2062.3,19993.1,441.5,20816.9,1238.5,2196.9,19858.5,21710.8,344.6,931.5,21123.8,1416.2,3720.8,18334.6,21624.6,430.8,2116.2,2191.5,317.7,21764.6,290.8,312.3,457.7,21597.7,156.2,21899.2,20203.1,1852.3,7425.4,2083.8,21818.5,236.9,8
122,258.5,193.8,21667.7,387.7,21802.3,253.1,96.9,382.3,269.2,376.9,22006.9,263.8,102.3,737.7,21872.3,183.1,393.1,21662.3,107.7,21947.7,188.5,21990.8,177.7,21877.7,21656.9,398.5,21780.8,274.6,743.1,21996.2,371.5,204.6,22012.3,360.8,226.2,247.7,86.2,236.9,91.5,21963.8,581.5,355.4,220.8,21834.6,21775.4,280.0,285.4,231.5,22017.7,290.8,586.9,21468.5,199.2,21974.6,80.8,172.3,21942.3,113.1,150.8,21306.9,748.5,296.2,21759.2,80.8,80.8,80.8,80.8,7
105,231.5,236.9,468.5,463.1,242.3,931.5,21123.8,247.7,220.8,2089.2,2094.6,21845.4,210.0,19944.6,2110.8,253.1,215.4,19939.2,2116.2,441.5,226.2,3726.2,18329.2,91.5,21963.8,204.6,3747.7,3758.5,5142.3,457.7,21597.7,2347.7,258.5,2121.5,2326.2,2794.6,5120.8,16934.6,5136.9,19163.8,2891.5,473.8,3753.1,18302.3,3731.5,18323.8,199.2,21856.2,19734.6,2320.8,2073.1,19723.8,2331.5,5217.7,2100.0,436.2,21619.2,19266.2,2789.2,16896.9,5158.5,5223.1,16832.3,19971.5,2083.8,662.3,479.2,6
104,791.5,592.3,21463.1,199.2,597.7,21953.1,102.3,786.2,107.7,393.1,586.9,188.5,193.8,387.7,796.9,376.9,96.9,20660.8,1394.6,21845.4,210.0,780.8,603.1,371.5,1588.5,382.3,21920.8,134.6,118.5,20655.4,1400.0,21915.4,140.0,1577.7,20477.7,215.4,403.8,1389.2,236.9,366.2,21872.3,183.1,398.5,129.2,177.7,220.8,21834.6,113.1,608.5,123.8,21931.5,21646.2,409.2,22006.9,21705.4,350.0,1378.5,813.1,775.4,360.8,21850.8,204.6,20461.5,1593.8,624.6,96.9,96.9,6
51,21856.2,199.2,393.1,398.5,21656.9,193.8,21861.5,403.8,188.5,866.9,1093.1,20962.3,850.8,20876.2,1179.2,1098.5,20956.9,1405.4,20650.0,2756.9,1087.7,619.2,21436.2,21484.6,570.8,1949.2,861.5,20483.1,1572.3,1954.6,845.4,20655.4,1400.0,980.0,613.8,1190.0,20865.4,1173.8,576.2,2746.2,19309.2,387.7,21667.7,2552.3,231.5,2579.2,21080.8,974.6,856.2,1943.8,20111.5,468.5,21586.9,624.6,1550.8,1960.0,20951.5,1103.8,204.6,21850.8,1933.1,1157.7,20897.7,1410.8,371.5,1938.5,20116.9,3
81,21796.9,258.5,253.1,269.2,21786.2,274.6,247.7,21770.0,285.4,21813.1,242.3,522.3,21506.2,549.2,236.9,1028.5,543.8,290.8,382.3,554.6,166.9,21888.5,1033.8,280.0,511.5,21759.2,296.2,177.7,21877.7,516.9,21236.9,818.5,1039.2,21016.2,183.1,969.2,974.6,21080.8,651.5,20666.2,1389.2,387.7,21226.2,829.2,446.9,21608.5,527.7,376.9,21969.2,86.2,231.5,172.3,560.0,678.5,21376.9,1383.8,506.2,204.6,1394.6,20660.8,705.4,1750.0,1023.1,700.0,80.8,350.0,1044.6,5
44,21834.6,220.8,446.9,177.7,183.1,21872.3,215.4,193.8,21829.2,226.2,452.3,21856.2,199.2,21823.8,231.5,172.3,96.9,210.0,21845.4,673.1,21624.6,430.8,21613.8,441.5,204.6,2024.6,20025.4,2030.0,457.7,21888.5,166.9,678.5,21667.7,387.7,662.3,21818.5,236.9,667.7,21387.7,188.5,398.5,21656.9,656.9,21398.5,651.5,2035.4,20020.0,2003.1,20052.3,21371.5,683.8,592.3,21463.1,420.0,533.1,242.3,161.5,2040.8,21414.6,640.8,538.5,21516.9,576.2,21479.2,21409.2,646.2,360.8,3
17,560.0,21495.4,21953.1,102.3,840.0,592.3,21463.1,20935.4,1120.0,1125.4,20930.0,565.4,1130.8,107.7,1405.4,570.8,21484.6,296.2,1410.8,1680.0,845.4,446.9,21807.7,247.7,1416.2,1400.0,20655.4,393.1,21662.3,586.9,91.5,21220.8,834.6,145.4,441.5,21613.8,20919.2,1136.2,1141.5,20913.8,280.0,20370.0,1685.4,21802.3,253.1,118.5,22012.3,150.8,21904.6,576.2,80.8,21166.9,888.5,1674.6,1152.3,20908.5,1146.9,1690.8,113.1,21506.2,549.2,290.8,21764.6,21861.5,193.8,1421.5,123.8,1
102,166.9,161.5,247.7,177.7,21565.4,490.0,18469.2,3586.2,484.6,667.7,21387.7,21883.1,172.3,366.2,156.2,242.3,21576.2,479.2,3591.5,253.1,344.6,1324.6,662.3,21393.1,3607.7,18447.7,495.4,360.8,21694.6,328.5,21726.9,317.7,21737.7,3570.0,3613.1,323.1,516.9,3316.9,18738.5,183.1,21872.3,21543.8,511.5,3564.6,18490.8,80.8,3580.8,18474.6,3575.4,18480.0,21716.2,339.2,107.7,2568.5,2676.2,2573.8,506.2,2056.9,371.5,3343.8,350.0,3300.8,18754.6,549.2,2062.3,19993.1,3618.5,6
72,129.2,134.6,140.0,123.8,21958.5,96.9,80.8,21963.8,91.5,86.2,21861.5,193.8,199.2,382.3,118.5,145.4,21910.0,387.7,253.1,113.1,21996.2,231.5,177.7,21877.7,210.0,258.5,172.3,21678.5,376.9,204.6,21807.7,247.7,166.9,161.5,242.3,236.9,156.2,263.8,700.0,21651.5,403.8,220.8,366.2,107.7,468.5,21226.2,829.2,856.2,430.8,21624.6,705.4,317.7,21737.7,371.5,215.4,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,5
60,387.7,118.5,398.5,382.3,393.1,113.1,199.2,96.9,193.8,91.5,21963.8,129.2,586.9,21468.5,188.5,328.5,156.2,409.2,581.5,21473.8,107.7,123.8,376.9,619.2,86.2,280.0,226.2,236.9,21689.2,366.2,21630.0,425.4,21721.5,333.8,242.3,21813.1,468.5,285.4,430.8,21840.0,215.4,323.1,231.5,21872.3,183.1,172.3,21883.1,134.6,21640.8,414.6,301.5,473.8,161.5,21893.8,204.6,371.5,102.3,355.4,21700.0,403.8,247.7,21807.7,360.8,936.9,21118.5,86.2,86.2,4
71,651.5,656.9,21753.8,301.5,21726.9,328.5,323.1,296.2,21748.5,306.9,317.7,21737.7,646.2,21764.6,290.8,333.8,21721.5,21393.1,662.3,980.0,985.4,1308.5,312.3,21382.3,673.1,1313.8,586.9,630.0,1303.1,619.2,21080.8,974.6,592.3,21463.1,990.8,285.4,1324.6,635.4,21420.0,624.6,21430.8,1491.5,1319.2,597.7,20558.5,1496.9,21705.4,350.0,274.6,1502.3,21371.5,683.8,603.1,21452.3,640.8,2616.9,344.6,667.7,1001.5,20542.3,1513.1,678.5,1631.5,689.2,1518.5,20536.9,1486.2,4
37,21947.7,107.7,21613.8,441.5,21942.3,113.1,436.2,204.6,220.8,210.0,446.9,199.2,656.9,21398.5,667.7,640.8,646.2,226.2,193.8,673.1,20946.2,1109.2,883.1,414.6,21640.8,608.5,613.8,21441.5,624.6,662.3,21931.5,123.8,1120.0,20935.4,619.2,1340.8,1346.2,1082.3,888.5,581.5,118.5,635.4,21420.0,630.0,21425.4,21646.2,409.2,603.1,21823.8,231.5,1470.0,350.0,430.8,20499.2,1556.2,872.3,20940.8,1114.6,236.9,1319.2,20493.8,1561.5,1335.4,554.6,21500.8,1486.2,242.3,3
59,414.6,204.6,403.8,21651.5,409.2,21856.2,199.2,420.0,210.0,21845.4,430.8,398.5,21656.9,188.5,619.2,393.1,21430.8,624.6,21678.5,376.9,366.2,21689.2,382.3,21861.5,193.8,436.2,21840.0,215.4,387.7,21667.7,21420.0,635.4,630.0,446.9,177.7,1631.5,1663.8,1647.7,613.8,441.5,21468.5,586.9,1626.2,21463.1,592.3,371.5,21683.8,581.5,355.4,570.8,20413.1,1642.3,1653.1,20402.3,1669.2,565.4,1421.5,226.2,20628.5,1426.9,20418.5,1636.9,603.1,560.0,21495.4,452.3,1432.3,4
55,280.0,21899.2,156.2,656.9,662.3,21780.8,274.6,21893.8,161.5,328.5,339.2,150.8,145.4,1653.1,317.7,495.4,21560.0,646.2,21888.5,166.9,20386.2,1669.2,683.8,21371.5,21791.5,263.8,134.6,21920.8,269.2,21786.2,296.2,177.7,1642.3,1631.5,1663.8,113.1,21942.3,301.5,667.7,21387.7,253.1,823.8,188.5,1636.9,312.3,1620.8,1793.1,651.5,258.5,183.1,1626.2,107.7,172.3,484.6,21570.8,1658.5,20396.9,20343.1,1712.3,441.5,21613.8,290.8,20230.0,1825.4,20445.4,1610.0,21915.4,4
27,123.8,134.6,118.5,140.0,21899.2,156.2,129.2,640.8,312.3,21743.1,161.5,21893.8,166.9,468.5,635.4,21420.0,473.8,339.2,172.3,21883.1,21958.5,96.9,177.7,21877.7,91.5,328.5,21726.9,333.8,21721.5,500.8,150.8,21748.5,306.9,21732.3,323.1,113.1,21565.4,490.0,21662.3,393.1,317.7,398.5,183.1,21872.3,21576.2,479.2,463.1,21953.1,102.3,86.2,446.9,506.2,21549.2,403.8,958.5,963.8,452.3,193.8,204.6,21850.8,107.7,21705.4,350.0,791.5,21980.0,409.2,21759.2,2
34,21656.9,398.5,393.1,403.8,409.2,21646.2,21667.7,387.7,204.6,21850.8,199.2,1599.2,1200.8,20057.7,1997.7,193.8,802.3,796.9,355.4,344.6,2003.1,1195.4,20461.5,1593.8,382.3,21673.1,1798.5,183.1,21872.3,414.6,21452.3,603.1,177.7,376.9,1793.1,20262.3,360.8,2019.2,20036.2,1992.3,350.0,20445.4,1610.0,2196.9,21624.6,430.8,366.2,20073.8,1981.5,215.4,597.7,21457.7,188.5,172.3,1986.9,339.2,420.0,1211.5,210.0,1809.2,20246.2,2024.6,328.5,1787.7,2008.5,20046.9,20450.8,2
103,21850.8,204.6,210.0,102.3,107.7,215.4,619.2,21640.8,414.6,21910.0,145.4,21904.6,150.8,21026.9,1028.5,199.2,21856.2,193.8,231.5,220.8,21958.5,96.9,21829.2,226.2,624.6,21430.8,140.0,21915.4,1033.8,21651.5,403.8,113.1,22006.9,409.2,21646.2,21931.5,123.8,188.5,21866.9,603.1,21452.3,91.5,21963.8,285.4,156.2,21473.8,581.5,21236.9,818.5,829.2,21226.2,393.1,21662.3,21926.2,129.2,1039.2,21016.2,630.0,161.5,21893.8,840.0,21215.4,21032.3,1023.1,274.6,21780.8,118.5,6
139,96.9,193.8,21861.5,382.3,376.9,21678.5,398.5,21640.8,414.6,420.0,290.8,425.4,409.2,204.6,371.5,393.1,21866.9,188.5,430.8,3150.0,19691.5,2363.8,80.8,21759.2,296.2,403.8,210.0,3155.4,586.9,2261.5,21996.2,436.2,947.7,2126.9,19928.5,1776.9,102.3,21953.1,19960.8,2094.6,86.2,3548.5,18506.9,18410.0,3645.4,3623.8,18431.5,942.3,21113.1,3543.1,3575.4,1491.5,2132.3,2358.5,19696.9,21872.3,183.1,3586.2,18469.2,21963.8,91.5,1771.5,20283.8,80.8,80.8,80.8,80.8,8
6,107.7,21947.7,113.1,560.0,554.6,834.6,21220.8,840.0,829.2,1653.1,565.4,1658.5,20407.7,1647.7,570.8,274.6,21834.6,220.8,118.5,543.8,20391.5,1663.8,845.4,21210.0,280.0,21775.4,80.8,1642.3,549.2,576.2,166.9,2751.5,263.8,269.2,102.3,823.8,2778.5,19556.9,2498.5,86.2,328.5,3887.7,18167.7,2746.2,20671.5,1383.8,18173.1,3882.3,2503.8,581.5,21236.9,818.5,19314.6,2740.8,850.8,2756.9,2493.1,19562.3,247.7,21468.5,586.9,1114.6,20940.8,80.8,80.8,80.8,80.8,1
64,86.2,560.0,21495.4,280.0,140.0,80.8,107.7,3903.8,21780.8,274.6,3920.0,269.2,21786.2,834.6,3914.6,113.1,3343.8,102.3,20375.4,1680.0,21500.8,554.6,123.8,3898.5,565.4,694.6,21360.8,285.4,21996.2,543.8,21904.6,150.8,96.9,840.0,8421.5,1669.2,118.5,21926.2,129.2,7247.7,1120.0,231.5,21823.8,1663.8,20391.5,21818.5,236.9,7285.4,2800.0,7242.3,420.0,14796.9,7258.5,1114.6,20940.8,17580.8,4474.6,2234.6,263.8,4469.2,80.8,80.8,80.8,80.8,80.8,80.8,80.8,4
38,926.2,931.5,936.9,1846.9,1243.8,1890.0,1233.1,3780.0,18275.4,107.7,2832.3,96.9,19707.7,2347.7,920.8,3769.2,1841.5,3774.6,619.2,21436.2,527.7,3763.8,18329.2,3726.2,102.3,1873.8,3742.3,2821.5,19233.8,1895.4,2789.2,20149.2,1906.2,2773.1,156.2,1249.2,2363.8,3785.4,18270.0,947.7,21107.7,624.6,19271.5,2783.8,2326.2,21533.1,522.3,3693.8,1884.6,2310.0,19745.4,2336.9,19718.5,3790.8,18264.6,468.5,1227.7,19713.1,2342.3,20197.7,1857.7,2800.0,210.0,21845.4,3736.9,2843.1,96.9,3
20,829.2,834.6,312.3,414.6,21640.8,317.7,468.5,463.1,420.0,156.2,21899.2,818.5,3128.5,21231.5,823.8,619.2,20816.9,1238.5,630.0,20811.5,1243.8,409.2,21646.2,210.0,21215.4,840.0,323.1,2810.8,21850.8,204.6,2213.1,301.5,21210.0,845.4,1674.6,624.6,850.8,2805.4,19250.0,1653.1,403.8,21651.5,150.8,1658.5,339.2,21716.2,306.9,21748.5,21441.5,613.8,21893.8,161.5,2180.8,21576.2,479.2,21581.5,473.8,775.4,21280.0,20391.5,1663.8,166.9,457.7,2089.2,20822.3,1233.1,425.4,2
