,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,Artist
125,0.069659864,0.441179138,0.743038549,1.044897959,1.578956916,2.043356009,2.391655329,2.99537415,3.320453515,3.64553288,4.109931973,4.435011338,4.922630385,5.224489796,5.549569161,5.897868481,6.176507937,6.501587302,7.151746032,7.453605442,7.778684807,8.126984127,8.452063492,8.753922902,9.218321995,9.705941043,10.05424036,10.33287982,4.030272722,4.139199011,4.251069255,4.365963019,4.483962019,4.605150182,4.7296137,4.857441098,1
126,0.069659864,0.557278912,1.091337868,1.578956916,1.95047619,2.29877551,2.600634921,3.088253968,3.413333333,3.854512472,4.109931973,4.852970522,5.131609977,5.64244898,5.990748299,6.408707483,6.664126984,7.174965986,7.523265306,7.918004535,8.196643991,8.521723356,8.962902494,9.218321995,9.729160998,10.24,3.805101428,3.907942007,4.013562061,4.122036712,4.233443109,4.347860491,4.465370234,4.586055916,4.710003373,4.837300761,4
127,0.069659864,0.394739229,0.99845805,1.602176871,2.043356009,2.670294785,3.088253968,3.390113379,3.9938322,4.272471655,4.574331066,6.965986395,7.453605442,8.150204082,8.637823129,9.055782313,9.357641723,9.659501134,9.93814059,2.65719924,2.729015436,2.80277261,2.878523221,2.956321146,3.036221717,3.118281764,3.202559649,3.289115315,3.378010324,3.4693079,3.563072978,3.659372248,3.758274201,3.859849179,3.964169427,4.071309142,2
128,0.069659864,0.487619048,0.812698413,1.393197279,1.95047619,2.252335601,2.554195011,3.134693878,3.738412698,4.179591837,4.481451247,4.922630385,5.201269841,5.758548753,6.083628118,6.385487528,6.664126984,6.965986395,7.267845805,7.569705215,7.848344671,8.150204082,8.452063492,8.89324263,9.24154195,9.636281179,10.19356009,3.926724275,4.032851958,4.141847957,4.253789794,4.368757086,4.486831602,4.60809732,4.732640491,4.860549694,1
129,0.092879819,0.34829932,0.65015873,0.928798186,1.30031746,1.602176871,1.95047619,2.205895692,2.484535147,2.739954649,3.018594104,3.274013605,3.808072562,4.063492063,4.318911565,4.574331066,4.852970522,5.108390023,5.363809524,5.665668934,6.060408163,6.315827664,6.640907029,6.896326531,7.174965986,7.430385488,7.709024943,7.964444444,8.475283447,8.870022676,9.287981859,9.752380952,10.03102041,4.45839799,4.578895233,4.702649158,4
130,0.069659864,0.441179138,0.928798186,1.253877551,1.578956916,1.927256236,2.252335601,2.763174603,3.065034014,3.413333333,3.738412698,4.226031746,4.551111111,5.038730159,5.688888889,6.013968254,6.455147392,6.757006803,7.012426304,7.407165533,7.662585034,8.150204082,8.475283447,8.800362812,9.125442177,9.613061224,9.961360544,10.28643991,4.152898204,4.265138696,4.380412715,4.498802248,4.620391498,4.745266944,4.873517402,5.005234088,7
131,0.069659864,0.325079365,0.603718821,0.882358277,1.160997732,1.439637188,1.741496599,2.020136054,2.321995465,2.600634921,2.879274376,3.157913832,3.436553288,3.715192744,3.9938322,4.29569161,4.574331066,4.829750567,5.131609977,5.387029478,5.781768707,6.339047619,6.780226757,7.058866213,7.337505669,7.59292517,7.871564626,8.173424036,8.59138322,9.009342404,9.287981859,9.566621315,9.822040816,10.12390023,10.37931973,10.84371882,2
132,0.069659864,0.371519274,0.766258503,1.068117914,1.486077098,1.880816327,2.182675737,2.600634921,2.856054422,3.157913832,3.529433107,3.831292517,4.086712018,4.388571429,4.64399093,4.922630385,5.178049887,5.479909297,5.735328798,6.037188209,6.29260771,6.59446712,6.849886621,7.151746032,7.546485261,7.801904762,8.103764172,8.359183673,8.637823129,9.009342404,9.311201814,9.566621315,9.845260771,10.12390023,10.40253968,10.65795918,5
133,0.069659864,0.34829932,0.719818594,1.068117914,1.323537415,1.578956916,1.834376417,2.089795918,2.34521542,2.600634921,2.856054422,3.343673469,3.599092971,4.086712018,4.435011338,4.736870748,5.247709751,5.526349206,5.874648526,6.269387755,6.524807256,6.873106576,7.128526077,7.383945578,7.662585034,8.28952381,8.637823129,8.89324263,9.218321995,9.520181406,9.868480726,10.37931973,4.468480726,4.589250475,4.713284272,4.840670333,5
134,0.069659864,0.534058957,0.789478458,1.044897959,1.30031746,1.555736961,2.066575964,2.507755102,2.809614512,3.088253968,3.575873016,3.831292517,4.086712018,4.59755102,4.852970522,5.108390023,5.363809524,5.619229025,5.874648526,6.130068027,6.385487528,6.873106576,7.151746032,7.639365079,7.89478458,8.150204082,8.405623583,8.661043084,9.171882086,9.427301587,9.682721088,10.14712018,10.44897959,4.752601581,4.881050273,5.01297055,1
135,0.069659864,0.325079365,0.65015873,0.952018141,1.207437642,1.718276644,2.020136054,2.34521542,2.64707483,2.972154195,3.274013605,3.599092971,3.900952381,4.226031746,4.527891156,4.852970522,5.154829932,5.479909297,5.781768707,6.106848073,6.431927438,6.733786848,7.058866213,7.360725624,7.662585034,7.987664399,8.28952381,8.614603175,8.916462585,9.24154195,9.543401361,9.868480726,10.17034014,4.64030888,4.765722634,4.894525948,2
136,0.069659864,0.464399093,0.719818594,0.975238095,1.253877551,1.555736961,1.811156463,2.066575964,2.34521542,2.623854875,3.157913832,3.413333333,3.668752834,3.94739229,4.226031746,4.64399093,4.992290249,5.247709751,5.526349206,5.804988662,6.339047619,6.826666667,7.128526077,7.383945578,7.871564626,8.150204082,8.428843537,8.707482993,8.962902494,9.311201814,9.659501134,10.00780045,4.359242508,4.477059873,4.598061491,4.722333423,4
137,0.069659864,0.371519274,0.673378685,1.021678005,1.323537415,1.64861678,1.973696145,2.29877551,2.600634921,2.902494331,3.204353741,3.459773243,3.877732426,4.133151927,4.527891156,4.829750567,5.178049887,5.479909297,5.781768707,6.106848073,6.431927438,6.757006803,7.082086168,7.407165533,7.709024943,8.010884354,8.312743764,8.568163265,8.986122449,9.311201814,9.636281179,9.961360544,4.449653735,4.569914647,4.693425854,4.820275201,5
138,0.069659864,0.394739229,0.859138322,1.230657596,1.578956916,1.834376417,2.089795918,2.391655329,2.879274376,3.808072562,4.342131519,4.829750567,5.29414966,5.549569161,6.013968254,6.269387755,6.757006803,7.012426304,7.267845805,7.755464853,8.266303855,8.962902494,9.264761905,9.705941043,10.24,3.585619906,3.682528552,3.78205635,3.88427409,3.98925447,4.097072159,4.207803839,4.321528267,4.438326328,4.558281094,4.68147788,8
139,0.069659864,0.325079365,0.65015873,0.952018141,1.277097506,1.578956916,1.904036281,2.229115646,2.554195011,2.879274376,3.181133787,3.506213152,3.808072562,4.133151927,4.458231293,4.783310658,5.085170068,5.433469388,5.94430839,6.269387755,6.571247166,6.896326531,7.221405896,7.523265306,7.848344671,8.173424036,8.498503401,8.800362812,9.125442177,9.473741497,9.89170068,4.217454189,4.331439437,4.448505368,4.568735243,4.692214574,5
140,0.069659864,0.325079365,0.626938776,0.905578231,1.207437642,1.509297052,1.787936508,2.089795918,2.391655329,2.670294785,3.250793651,3.552653061,3.831292517,4.133151927,4.435011338,4.713650794,5.015510204,5.456689342,5.897868481,6.2461678,6.640907029,7.082086168,7.360725624,7.639365079,7.94122449,8.2430839,8.521723356,8.986122449,9.264761905,9.566621315,10.00780045,10.30965986,4.558933628,4.68214805,4.808692592,4.938657256,7
141,0.069659864,0.325079365,0.673378685,0.99845805,1.602176871,1.95047619,2.29877551,2.763174603,3.506213152,4.342131519,5.363809524,5.758548753,6.222947846,6.478367347,7.151746032,7.407165533,7.848344671,8.544943311,8.962902494,9.218321995,9.496961451,9.961360544,10.33287982,10.63473923,3.72736655,3.828106187,3.931568516,4.037827125,4.146957587,4.259037522,4.374146644,4.492366824,4.613782144,4.738478958,4.866545957,4.998074226,6
142,0.069659864,0.371519274,0.673378685,0.975238095,1.30031746,1.602176871,1.880816327,2.182675737,2.64707483,2.972154195,3.250793651,3.552653061,3.877732426,4.342131519,4.667210884,4.992290249,5.270929705,5.712108844,6.013968254,6.315827664,6.826666667,7.267845805,7.569705215,8.057324263,8.382403628,8.684263039,8.986122449,9.427301587,9.729160998,10.00780045,4.205655451,4.319321815,4.436060242,4.555953762,4.679087648,4.805549476,8
